0.000000000000000000e+00 3.146708064838733776e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000090917356123293e-01 3.951619145969010205e+00 4.399999999999999467e-01 0.000000000000000000e+00
2.000181834712246587e-01 4.729919222368755172e+00 8.400000000000001910e-01 0.000000000000000000e+00
3.000272752068369742e-01 5.649300703443654648e+00 1.240000000000000435e+00 0.000000000000000000e+00
4.000363669424493174e-01 6.732853173233571908e+00 1.640000000000000790e+00 0.000000000000000000e+00
5.000454586780616051e-01 8.006971191523858167e+00 2.040000000000000924e+00 0.000000000000000000e+00
6.000545504136739483e-01 9.501742953135687841e+00 2.440000000000001279e+00 0.000000000000000000e+00
7.000636421492864025e-01 1.125137058326013140e+01 2.840000000000001634e+00 0.000000000000000000e+00
8.000727338848986347e-01 1.329462237498017529e+01 3.240000000000001990e+00 0.000000000000000000e+00
9.000818256205108669e-01 1.567531685344700954e+01 3.640000000000002345e+00 0.000000000000000000e+00
1.000090917356123210e+00 1.844283805914127328e+01 4.040000000000002700e+00 0.000000000000000000e+00
1.100100009091735664e+00 2.165268087801682029e+01 4.440000000000003055e+00 0.000000000000000000e+00
1.200109100827347897e+00 2.536702460807138593e+01 4.840000000000003411e+00 0.000000000000000000e+00
1.300118192562960129e+00 2.965533224047830529e+01 5.240000000000003766e+00 0.000000000000000000e+00
1.400127284298572805e+00 3.459497215099114698e+01 5.640000000000004121e+00 0.000000000000000000e+00
1.500136376034185037e+00 4.027185804796124557e+01 6.040000000000004476e+00 0.000000000000000000e+00
1.600145467769797269e+00 4.678110211319128098e+01 6.440000000000004832e+00 0.000000000000000000e+00
1.700154559505409502e+00 5.422767530947518821e+01 6.840000000000005187e+00 0.000000000000000000e+00
1.800163651241021734e+00 6.272706782498671174e+01 7.240000000000005542e+00 0.000000000000000000e+00
1.900172742976634410e+00 7.240594159320961865e+01 7.640000000000005898e+00 0.000000000000000000e+00
2.000181834712246420e+00 8.340276578393446982e+01 8.040000000000004476e+00 0.000000000000000000e+00
2.100190926447858875e+00 9.586842512470133215e+01 8.439999999999995950e+00 0.000000000000000000e+00
2.200200018183471329e+00 1.099667899041582189e+02 8.839999999999987423e+00 0.000000000000000000e+00
2.300209109919083339e+00 1.258752355527056892e+02 9.239999999999978897e+00 0.000000000000000000e+00
2.400218201654695793e+00 1.437850988171499580e+02 9.639999999999970370e+00 0.000000000000000000e+00
2.500227293390308247e+00 1.639020567723198667e+02 1.003999999999996184e+01 0.000000000000000000e+00
2.600236385125920258e+00 1.864464142724800411e+02 1.043999999999995332e+01 0.000000000000000000e+00
2.700245476861532712e+00 2.116532849684381290e+02 1.083999999999994479e+01 0.000000000000000000e+00
2.800254568597145610e+00 2.397726507322059035e+02 1.123999999999993626e+01 0.000000000000000000e+00
2.900263660332757620e+00 2.710692842692196791e+02 1.163999999999992774e+01 0.000000000000000000e+00
3.000272752068370075e+00 3.058225198864136019e+02 1.203999999999991921e+01 0.000000000000000000e+00
3.100281843803982085e+00 3.443258578486504007e+02 1.243999999999991068e+01 0.000000000000000000e+00
3.200290935539594539e+00 3.868863885191233862e+02 1.283999999999990216e+01 0.000000000000000000e+00
3.300300027275206993e+00 4.338240235603038286e+02 1.323999999999989363e+01 0.000000000000000000e+00
3.400309119010819003e+00 4.854705228850753542e+02 1.363999999999988511e+01 0.000000000000000000e+00
3.500318210746431458e+00 5.421683078014807506e+02 1.403999999999987658e+01 0.000000000000000000e+00
