0.000000000000000000e+00 6.127666389683079615e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.000090917356123293e-01 6.635906602184538315e+03 4.399999999999999467e-01 0.000000000000000000e+00
2.000181834712246587e-01 7.172860040066104375e+03 8.400000000000001910e-01 0.000000000000000000e+00
3.000272752068369742e-01 7.738851329193243146e+03 1.240000000000000435e+00 0.000000000000000000e+00
4.000363669424493174e-01 8.334086224664570182e+03 1.640000000000000790e+00 0.000000000000000000e+00
5.000454586780616051e-01 8.958643880926210841e+03 2.040000000000000924e+00 0.000000000000000000e+00
6.000545504136739483e-01 9.612469910057339803e+03 2.440000000000001279e+00 0.000000000000000000e+00
7.000636421492864025e-01 1.029537034925661101e+04 2.840000000000001634e+00 0.000000000000000000e+00
8.000727338848986347e-01 1.100700665175079484e+04 3.240000000000001990e+00 0.000000000000000000e+00
9.000818256205108669e-01 1.174689180634210243e+04 3.640000000000002345e+00 0.000000000000000000e+00
1.000090917356123210e+00 1.251438767967070453e+04 4.040000000000002700e+00 0.000000000000000000e+00
1.100100009091735664e+00 1.330870366212174486e+04 4.440000000000003055e+00 0.000000000000000000e+00
1.200109100827347897e+00 1.412889668329000779e+04 4.840000000000003411e+00 0.000000000000000000e+00
1.300118192562960129e+00 1.497387264625973876e+04 5.240000000000003766e+00 0.000000000000000000e+00
1.400127284298572805e+00 1.584238931188918104e+04 5.640000000000004121e+00 0.000000000000000000e+00
1.500136376034185037e+00 1.673306064511279692e+04 6.040000000000004476e+00 0.000000000000000000e+00
1.600145467769797269e+00 1.764436261529910917e+04 6.440000000000004832e+00 0.000000000000000000e+00
1.700154559505409502e+00 1.857464042227177561e+04 6.840000000000005187e+00 0.000000000000000000e+00
1.800163651241021734e+00 1.952211709909799902e+04 7.240000000000005542e+00 0.000000000000000000e+00
1.900172742976634410e+00 2.048490342252442497e+04 7.640000000000005898e+00 0.000000000000000000e+00
2.000181834712246420e+00 2.146100904239727606e+04 8.040000000000004476e+00 0.000000000000000000e+00
2.100190926447858875e+00 2.244835472291104088e+04 8.439999999999995950e+00 0.000000000000000000e+00
2.200200018183471329e+00 2.344478557143075886e+04 8.839999999999987423e+00 0.000000000000000000e+00
