0, 0, 6.728543795963205e-15
0, 1, 9.256307620445913e-15
0, 2, 3.2831621461229584e-12
0, 3, 7.9987068278439e-13
0, 4, 3.0960329557888154e-13
0, 5, 5.621979516144158e-13
0, 6, 4.2720834559264494e-13
0, 7, 9.199027155518601e-13
0, 8, 5.846679539991939e-11
0, 9, 2.56655058509834e-10
0, 10, 6.640159385413569e-9
0, 11, 7.355248419004117e-11
0, 12, 1.6110106037197594e-9
0, 13, 5.613072402046149e-10
0, 14, 3.975465248421947e-9
0, 15, 4.963209195315048e-9
0, 16, 5.674107662738251e-9
0, 17, 2.3529164188406137e-13
0, 18, 4.2644506840946757e-10
0, 19, 3.177951447133882e-10
0, 20, 9.975627022089985e-10
0, 21, 1.5501904830028663e-9
0, 22, 8.780676889093152e-10
0, 23, 4.908119039862783e-10
0, 24, 3.515033594170718e-10
0, 25, 7.49711532181904e-12
0, 26, 8.318903834795167e-10
0, 27, 1.4458715455944488e-11
0, 28, 4.381352628522126e-9
0, 29, 2.072365092199421e-9
0, 30, 7.730212535800132e-10
0, 31, 1.427204419281416e-10
0, 32, 4.478086202211493e-9
0, 33, 1.4166581552302902e-11
0, 34, 6.513373859595248e-11
0, 35, 1.926880387791149e-11
0, 36, 9.747407181999235e-14
0, 37, 2.3732973324053527e-15
0, 38, 8.508972162544824e-12
0, 39, 2.380172360361751e-13
1, 0, 7.437405456224945e-12
1, 1, 4.4275874359514135e-12
1, 2, 3.3753606073824983e-13
1, 3, 1.7264932398785909e-13
1, 4, 2.5047283580104734e-12
1, 5, 6.680668328894351e-12
1, 6, 3.935479261272274e-11
1, 7, 1.1371834359557065e-12
1, 8, 2.980208662066185e-10
1, 9, 2.8652380496248454e-13
1, 10, 1.0671816732710899e-15
1, 11, 6.987647006070119e-13
1, 12, 2.7596394197580063e-11
1, 13, 2.8731360171118628e-11
1, 14, 3.8898201407955195e-11
1, 15, 2.1864730250669908e-11
1, 16, 7.393033327444014e-11
1, 17, 1.23915116207787e-11
1, 18, 2.471607072005384e-12
1, 19, 1.7770306336195963e-13
1, 20, 4.867910409243845e-16
1, 21, 1.6624006300693435e-13
1, 22, 1.1804973626631665e-13
1, 23, 2.1964979159365043e-12
1, 24, 7.220448657026477e-12
1, 25, 2.2609260629115376e-10
1, 26, 9.156580940578506e-13
1, 27, 5.978967312570925e-11
1, 28, 6.10573690794572e-11
1, 29, 3.416581356843271e-9
1, 30, 8.274054778392528e-10
1, 31, 4.525083528074635e-10
1, 32, 1.5159869902954438e-9
1, 33, 3.821746931550298e-11
1, 34, 2.4969044149033718e-12
1, 35, 7.402651250691586e-12
1, 36, 1.2190694099193848e-11
1, 37, 2.897833113090087e-15
1, 38, 8.380600047816546e-13
1, 39, 1.8051717228911592e-12
2, 0, 1.0256085192813931e-12
2, 1, 1.1363588951015826e-12
2, 2, 4.393346494398802e-12
2, 3, 3.002105073049644e-12
2, 4, 9.570533930187776e-13
2, 5, 2.811356291840782e-15
2, 6, 9.093395893700489e-13
2, 7, 6.935393677100816e-14
2, 8, 2.4093558635004396e-12
2, 9, 4.8320785275030776e-11
2, 10, 3.9371234750463085e-11
2, 11, 6.534653696446971e-12
2, 12, 2.8047210795552588e-11
2, 13, 7.1213569961599135e-12
2, 14, 4.2989093109718467e-13
2, 15, 2.745619544052604e-10
2, 16, 5.2967729702573555e-12
2, 17, 6.267957630082005e-13
2, 18, 7.372950284212796e-12
2, 19, 9.74682352937686e-13
2, 20, 9.223012825532718e-14
2, 21, 1.226469813006897e-12
2, 22, 5.440717450314113e-13
2, 23, 5.9699276072403725e-12
2, 24, 2.591839582553743e-13
2, 25, 3.3832708977461587e-12
2, 26, 3.2664187923630676e-10
2, 27, 1.5305869992207126e-12
2, 28, 2.3142120986975235e-10
2, 29, 9.495522032239287e-13
2, 30, 3.413414380514753e-11
2, 31, 1.4081474694889684e-11
2, 32, 1.2834302324330653e-10
2, 33, 8.064763345400892e-11
2, 34, 4.609499365917086e-13
2, 35, 3.039999645353552e-13
2, 36, 7.756887063060886e-14
2, 37, 8.460883026064666e-12
2, 38, 2.094719640561249e-11
2, 39, 2.6556675410864073e-13
3, 0, 3.56856193761066e-16
3, 1, 3.9406554698873633e-13
3, 2, 7.381524736799648e-12
3, 3, 3.297798331892996e-13
3, 4, 8.533901023909484e-12
3, 5, 4.7874677812876664e-14
3, 6, 2.474906225614142e-13
3, 7, 5.733990147355686e-15
3, 8, 1.5048696474045276e-11
3, 9, 3.0478773732331576e-11
3, 10, 9.282952168854973e-14
3, 11, 1.5378590867546426e-13
3, 12, 4.921214446377893e-13
3, 13, 2.391750470009798e-13
3, 14, 4.5394701015068906e-13
3, 15, 4.562250359195072e-12
3, 16, 7.378163384673708e-12
3, 17, 2.676371605081471e-12
3, 18, 1.7718244495432613e-13
3, 19, 5.1734535054031646e-15
3, 20, 3.179331299171006e-14
